title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
Băng keo giấy lụa y tế 3M cố định sau nâng mũi cắt mí dán vết thương hàng USA 2.5cm 1.25cm Micropore,49.000 ₫,https://www.lazada.vn/products/bang-keo-giay-lua-y-te-3m-co-dinh-sau-nang-mui-cat-mi-dan-vet-thuong-hang-usa-25cm-125cm-micropore-i1913067659.html,28,28,38% Off,"57 Đã bán
(7)
Hồ Chí Minh",lazada,health,28,
Hộp 25 Que thử Đường Huyết Sinocare Safe Accu,66.950 ₫,https://www.lazada.vn/products/hop-25-que-thu-duong-huyet-sinocare-safe-accu-i2174566941.html,29,29,,"23 Đã bán
(1)
Hồ Chí Minh",lazada,health,29,
Que thử của máy đo đường huyết MediSmart Sapphire (hộp 50 que),310.000 ₫,https://www.lazada.vn/products/que-thu-cua-may-do-duong-huyet-medismart-sapphire-hop-50-que-i1669968790.html,30,30,,"296 Đã bán
(60)
Hà Nội",lazada,health,30,
Vòng huyết áp Nhật Bản JAC05 + Tặng miếng dán Ion HQ + Dụng cụ tháo mắt,590.000 ₫,https://www.lazada.vn/products/vong-huyet-ap-nhat-ban-jac05-tang-mieng-dan-ion-hq-dung-cu-thao-mat-i859788970.html,31,31,,"7 Đã bán
Hồ Chí Minh",lazada,health,31,
Giường Y Tế Chăm Sóc Người Bệnh Đa Năng 4 Tay Quay DODOTO Chính Hãng,7.140.000 ₫,https://www.lazada.vn/products/giuong-y-te-cham-soc-nguoi-benh-da-nang-4-tay-quay-dodoto-chinh-hang-i2564085511.html,32,32,6% Off,Hồ Chí Minh,lazada,health,32,Official
"[Chính hãng] Máy Đo Huyết Áp MICROLIFE A2 Classic Đo Nhanh Chính Xác, Cảnh Báo Rối Loạn Nhịp Tim, Lưu 30 Lần Nhớ",700.000 ₫,https://www.lazada.vn/products/chinh-hang-may-do-huyet-ap-microlife-a2-classic-do-nhanh-chinh-xac-canh-bao-roi-loan-nhip-tim-luu-30-lan-nho-i2594638467.html,33,33,24% Off,Hồ Chí Minh,lazada,health,33,
Máy đo huyết áp omron ( Nhật Bản ) dùng cho gia đình Máy đo huyết áp mini cao cấp đến từ thương hiệu Arm Style . Bảo Hành 1 Năm,250.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-omron-nhat-ban-dung-cho-gia-dinh-may-do-huyet-ap-mini-cao-cap-den-tu-thuong-hieu-arm-style-bao-hanh-1-nam-i2640574734.html,34,34,50% Off,Bình Dương,lazada,health,34,
Vòng huyết áp JA15 + Tặng miến dán Ion HQ + Dụng cụ tháo mắt,290.000 ₫,https://www.lazada.vn/products/vong-huyet-ap-ja15-tang-mien-dan-ion-hq-dung-cu-thao-mat-i1596388952.html,35,35,,Hồ Chí Minh,lazada,health,35,
Máy đo đường huyết cao cấp Yuwell 710,313.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-cao-cap-yuwell-710-i1995210143.html,36,36,47% Off,Hồ Chí Minh,lazada,health,36,
Vòng huyết áp JA08 + Tặng miến dán Ion HQ + Dụng cụ tháo mắt,490.000 ₫,https://www.lazada.vn/products/vong-huyet-ap-ja08-tang-mien-dan-ion-hq-dung-cu-thao-mat-i1593366939.html,37,37,,Hồ Chí Minh,lazada,health,37,
"Bút lấy máu bấm liên tục dùng thử đường huyết, giác hơi",9.000 ₫,https://www.lazada.vn/products/but-lay-mau-bam-lien-tuc-dung-thu-duong-huyet-giac-hoi-i2440196159.html,38,38,,"37 Đã bán
(8)
Hồ Chí Minh",lazada,health,38,
Bộ máy đo đường huyết Sinocare Safe AQ tặng 1 hộp 50 que thử đường huyết và hộp 50 kim chích máu,225.000 ₫,https://www.lazada.vn/products/bo-may-do-duong-huyet-sinocare-safe-aq-tang-1-hop-50-que-thu-duong-huyet-va-hop-50-kim-chich-mau-i235341037.html,39,39,25% Off,"100 Đã bán
(30)
Hà Nội",lazada,health,39,
Vòng bít túi hơi máy đo huyết áp điện tử Microlife,200.000 ₫,https://www.lazada.vn/products/vong-bit-tui-hoi-may-do-huyet-ap-dien-tu-microlife-i976444347.html,40,40,,"18 Đã bán
(7)
Hồ Chí Minh",lazada,health,40,
Máy đo đường huyết FaCare,179.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-facare-i2343474216.html,1,1,,"(1)
Bắc Ninh",lazada,health,1,
"Giường Nằm Cho Người Già,Liệt DODOTO A01 -I 11 Chức Năng Chăm Sóc Người Bệnh Tại Nhà Thép Sơn Tĩnh Điện Tải Trọng 250Kg",7.650.000 ₫,https://www.lazada.vn/products/giuong-nam-cho-nguoi-gialiet-dodoto-a01-i-11-chuc-nang-cham-soc-nguoi-benh-tai-nha-thep-son-tinh-dien-tai-trong-250kg-i2402118960.html,2,2,4% Off,Hồ Chí Minh,lazada,health,2,Official
Máy Đo Đường Huyết Sinocare Safe Accu (25 Que Và 25 Kim),330.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-sinocare-safe-accu-25-que-va-25-kim-i2580254934.html,3,3,50% Off,"48 Đã bán
(5)
Hồ Chí Minh",lazada,health,3,
Miếng Dán Nóng Pharmacity (Hộp 20 miếng),20.000 ₫,https://www.lazada.vn/products/mieng-dan-nong-pharmacity-hop-20-mieng-i2082608057.html,4,4,,"184 Đã bán
(27)
Đồng Nai",lazada,health,4,Official
"Máy đo 2 trong 1 Sinocare Safe AQ UG đo đường huyết, Axit Uric + Tặng kèm 50 que thử đường huyết, 50 que thử Axit Uric và 100 kim chích máu",430.000 ₫,https://www.lazada.vn/products/may-do-2-trong-1-sinocare-safe-aq-ug-do-duong-huyet-axit-uric-tang-kem-50-que-thu-duong-huyet-50-que-thu-axit-uric-va-100-kim-chich-mau-i2125494455.html,5,5,22% Off,"(1)
Hà Nội",lazada,health,5,
Bộ máy đo đường huyết Safe Accu tặng 1 hộp 50 que thử và hộp 50 kim chích máu,215.000 ₫,https://www.lazada.vn/products/bo-may-do-duong-huyet-safe-accu-tang-1-hop-50-que-thu-va-hop-50-kim-chich-mau-i265370513.html,6,6,39% Off,"1.2K Đã bán
(277)
Hà Nội",lazada,health,6,
Hộp 25 Que Thử Đường Huyết On Call Plus Rời Từng Que Trong Túi Thiếc,149.000 ₫,https://www.lazada.vn/products/hop-25-que-thu-duong-huyet-on-call-plus-roi-tung-que-trong-tui-thiec-i2603109896.html,7,7,21% Off,"9 Đã bán
(1)
Hồ Chí Minh",lazada,health,7,Official
"NHIỆT KẾ ĐIỆN TỬ HỒNG NGOẠI CHO BÉ, máy bắn nhiệt độ, máy đo thân nhiệt",190.000 ₫,https://www.lazada.vn/products/nhiet-ke-dien-tu-hong-ngoai-cho-be-may-ban-nhiet-do-may-do-than-nhiet-i2277738754.html,8,8,50% Off,"140 Đã bán
(64)
Hồ Chí Minh",lazada,health,8,Official
Que thử tiểu đường Clever Chek TD 4230 mẫu mới không mã CODE HSD XA (2 lọ),145.500 ₫,https://www.lazada.vn/products/que-thu-tieu-duong-clever-chek-td-4230-mau-moi-khong-ma-code-hsd-xa-2-lo-i1465188504.html,9,9,27% Off,"26 Đã bán
(11)
Hồ Chí Minh",lazada,health,9,
"Máy Đo Huyết Áp Bắp Tay Arm Style Tự Động Màn Hình LCD Mẫu Mới, Máy Đo Huyết Áp Bắp Tay Tự Động Công Nghệ OMRON Nhật Bản. Chuẩn xác BYT Màn Hình Lcd , Hiển Thị Chính Xác , Đo Cực Nhanh, Phù Hợp Cho Người Cao Tuổi.",200.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-bap-tay-arm-style-tu-dong-man-hinh-lcd-mau-moi-may-do-huyet-ap-bap-tay-tu-dong-cong-nghe-omron-nhat-ban-chuan-xac-byt-man-hinh-lcd-hien-thi-chinh-xac-do-cuc-nhanh-phu-hop-cho-nguoi-cao-tuoi-i2513446419.html,10,10,50% Off,"11 Đã bán
(9)
Hồ Chí Minh",lazada,health,10,Official
Máy đo huyết áp cổ tay Beurer BC32,600.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-co-tay-beurer-bc32-i251037770.html,11,11,33% Off,Hà Nội,lazada,health,11,
Máy Đo Đường Huyết Ogcare kèm 10 kim và 25 que thử - Đầy đủ phụ kiện hàng chính hãng bảo hành trọn đời,309.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-ogcare-kem-10-kim-va-25-que-thu-day-du-phu-kien-hang-chinh-hang-bao-hanh-tron-doi-i2074720.html,12,12,47% Off,"132 Đã bán
(27)
Hồ Chí Minh",lazada,health,12,
Dầu Xoa Bóp Gia Truyền Phật Bà Quan Âm,30.000 ₫,https://www.lazada.vn/products/dau-xoa-bop-gia-truyen-phat-ba-quan-am-i1949574386.html,13,13,,"150 Đã bán
(23)
Hồ Chí Minh",lazada,health,13,
Máy đo đường huyết KAGAWA [QUÀ TẶNG KÈM KHÔNG BÁN KHI MUA GHẾ MASSAGE] giúp theo dõi sức khỏe,1.300.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-kagawa-qua-tang-kem-khong-ban-khi-mua-ghe-massage-giup-theo-doi-suc-khoe-i2327164831.html,14,14,,"40 Đã bán
(11)
Hồ Chí Minh",lazada,health,14,Official
[HCM]Máy đo đường huyết Safe AQ Sinocare Thegioiykhoa,495.000 ₫,https://www.lazada.vn/products/hcmmay-do-duong-huyet-safe-aq-sinocare-thegioiykhoa-i990454486.html,15,15,10% Off,Hồ Chí Minh,lazada,health,15,
Máy đo đường huyết test thử tiểu đường Chido GLM-79 - công nghệ Nhật Bản độ chính xác cao,188.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-test-thu-tieu-duong-chido-glm-79-cong-nghe-nhat-ban-do-chinh-xac-cao-i2259086248.html,16,16,25% Off,"7 Đã bán
(1)
Hồ Chí Minh",lazada,health,16,
Máy đo đường huyết Uright TD-4265 tặng kèm 25 que thử đường huyết,127.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-uright-td-4265-tang-kem-25-que-thu-duong-huyet-i2423076047.html,17,17,47% Off,"28 Đã bán
(12)
Hồ Chí Minh",lazada,health,17,
"[Chưa Có Que Thử] Máy Đo Đường Huyết On Call® EZ II Dễ Sử Dụng, Cho Kết Quả Trong 10 Giây",279.000 ₫,https://www.lazada.vn/products/chua-co-que-thu-may-do-duong-huyet-on-call-ez-ii-de-su-dung-cho-ket-qua-trong-10-giay-i2603144731.html,18,18,21% Off,"(1)
Hồ Chí Minh",lazada,health,18,Official
Máy đo huyết áp SATON BSX516,950.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-saton-bsx516-i1786239117.html,19,19,,"28 Đã bán
(12)
Hà Nội",lazada,health,19,Official
[Voucher 10%][2024] Flyco Máy Đo Huyết Áp Điện Tử Bắp Tay Hoàn Toàn Tự Động Y Tế Contec - Hàng Chính Hãng - Bảo hành 5 năm - Đạt Chứng chỉ sản phẩm chất lượng ISO-9001 Tốt tương đương Omron Nhật Bản - Vòng cơ lắc cổ tay may huyet ap nam nữ tại nhà 7156,672.500 ₫,https://www.lazada.vn/products/voucher-102024-flyco-may-do-huyet-ap-dien-tu-bap-tay-hoan-toan-tu-dong-y-te-contec-hang-chinh-hang-bao-hanh-5-nam-dat-chung-chi-san-pham-chat-luong-iso-9001-tot-tuong-duong-omron-nhat-ban-vong-co-lac-co-tay-may-huyet-ap-nam-nu-tai-nha-7156-i2490494687.html,20,20,44% Off,"20.1K Đã bán
(190)
Hà Nội",lazada,health,20,
Quả bóp huyết áp cơ - phụ kiện dùng cho huyết áp cơ,19.900 ₫,https://www.lazada.vn/products/qua-bop-huyet-ap-co-phu-kien-dung-cho-huyet-ap-co-i1072664406.html,21,21,43% Off,"210 Đã bán
(35)
Hồ Chí Minh",lazada,health,21,
✅ [HỎA TỐC 1H] Khung Tập Đi Nhôm 2 Bánh Lớn Lucass W-79 (W79) | Có Thể Tăng Giảm Chiều Cao -VT0140 - Y Tế Vạn Thành,489.000 ₫,https://www.lazada.vn/products/hoa-toc-1h-khung-tap-di-nhom-2-banh-lon-lucass-w-79-w79-co-the-tang-giam-chieu-cao-vt0140-y-te-van-thanh-i1094982554.html,22,22,,"67 Đã bán
(14)
Hồ Chí Minh",lazada,health,22,
Túi chườm nóng lạnh đa năng TNL250 loại 250g,55.000 ₫,https://www.lazada.vn/products/tui-chuom-nong-lanh-da-nang-tnl250-loai-250g-i418932279.html,23,23,27% Off,"23 Đã bán
(3)
Hồ Chí Minh",lazada,health,23,
Hộp 50 Que thử đường huyết dành cho model FaCare FC-G168 (TD 4277) Tặng kèm kim lấy máu,320.000 ₫,https://www.lazada.vn/products/hop-50-que-thu-duong-huyet-danh-cho-model-facare-fc-g168-td-4277-tang-kem-kim-lay-mau-i2240316058.html,24,24,29% Off,"29 Đã bán
(13)
Hồ Chí Minh",lazada,health,24,
Bộ 100 Kim lấy máu tròn dùng cho các máy đo đường huyết,27.324 ₫,https://www.lazada.vn/products/bo-100-kim-lay-mau-tron-dung-cho-cac-may-do-duong-huyet-i102028791.html,25,25,48% Off,"1.2K Đã bán
(178)
Hồ Chí Minh",lazada,health,25,
"Đai thắt lưng cao cấp hỗ trợ cột sống cho người đau lưng, thoát vị đĩa đệm thoái hóa đốt sống",199.000 ₫,https://www.lazada.vn/products/dai-that-lung-cao-cap-ho-tro-cot-song-cho-nguoi-dau-lung-thoat-vi-dia-dem-thoai-hoa-dot-song-i2005260808.html,26,26,20% Off,"126 Đã bán
(34)
Hà Nội",lazada,health,26,
✅ [KÈM BỘ NGUỒN] Máy Đo Huyết Áp Bắp Tay Sinocare Sinoheart BA-801 | BẢO HÀNH 5 NĂM ĐỔI MỚI -VT0822 - Y Tế Vạn Thành,269.000 ₫,https://www.lazada.vn/products/kem-bo-nguon-may-do-huyet-ap-bap-tay-sinocare-sinoheart-ba-801-bao-hanh-5-nam-doi-moi-vt0822-y-te-van-thanh-i1103884985.html,27,27,,"447 Đã bán
(109)
Hồ Chí Minh",lazada,health,27,
"TẶNG CĂN CHỈNH Lắc tay nữ, Vòng đeo Tay Điều Hòa Huyết Áp Nhật Bản Cao Cấp 5 Trong 1 có 42 viên đá Ebuty màu Vàng đẳng cấp",179.000 ₫,https://www.lazada.vn/products/tang-can-chinh-lac-tay-nu-vong-deo-tay-dieu-hoa-huyet-ap-nhat-ban-cao-cap-5-trong-1-co-42-vien-da-ebuty-mau-vang-dang-cap-i2300494647.html,28,28,19% Off,"27 Đã bán
(9)
Hà Nội",lazada,health,28,
[Hàng Chính Hãng] Máy Đo Đường Huyết Safe AQ Smart Kèm 50 Que Thử Và 50 Kim Chính Hãng,348.000 ₫,https://www.lazada.vn/products/hang-chinh-hang-may-do-duong-huyet-safe-aq-smart-kem-50-que-thu-va-50-kim-chinh-hang-i1647857829.html,29,29,1% Off,"(2)
Hồ Chí Minh",lazada,health,29,
[Bảo Hành Trọn Đời] Máy Đo Đường Huyết ACCU-CHEK® Active Kèm Hộp 50 Que Thử Đường Huyết ACCU-CHEK® Active,1.300.000 ₫,https://www.lazada.vn/products/bao-hanh-tron-doi-may-do-duong-huyet-accu-chek-active-kem-hop-50-que-thu-duong-huyet-accu-chek-active-i2431783438.html,30,30,20% Off,"(1)
Hà Nội",lazada,health,30,Official
Máy đo huyết áp tự động Omron Bluetooth HEM-7142T1,837.936 ₫,https://www.lazada.vn/products/may-do-huyet-ap-tu-dong-omron-bluetooth-hem-7142t1-i2079326612.html,31,31,18% Off,"31 Đã bán
(12)
Hồ Chí Minh",lazada,health,31,
"[ SALE 50% ] Máy Đo Đường Huyết GA-3 Hàng Nhập Khẩu Cao Cấp, Máy đo đường huyết, Test Tiểu Đường Tại Nhà. Máy đo GA-3 - plus que và kim loại tốt . Full Phụ Kiện Cho Ra Kết Quả Nhanh Và Chính Xác.",450.000 ₫,https://www.lazada.vn/products/sale-50-may-do-duong-huyet-ga-3-hang-nhap-khau-cao-cap-may-do-duong-huyet-test-tieu-duong-tai-nha-may-do-ga-3-plus-que-va-kim-loai-tot-full-phu-kien-cho-ra-ket-qua-nhanh-va-chinh-xac-i2417824112.html,32,32,50% Off,"16 Đã bán
(15)
Hồ Chí Minh",lazada,health,32,Official
"[ Tặng 25 Que Thử Đường] Máy đo đường huyết Accu Chek Active , YtethammyTTG, AActive , Nhanh Chóng , Chính xác , Bền , Chính Hãng , Bảo Hành",849.000 ₫,https://www.lazada.vn/products/tang-25-que-thu-duong-may-do-duong-huyet-accu-chek-active-ytethammyttg-aactive-nhanh-chong-chinh-xac-ben-chinh-hang-bao-hanh-i1863025627.html,33,33,15% Off,"6 Đã bán
(2)
Hồ Chí Minh",lazada,health,33,
"Trọn bộ máy đo đường huyết Terumo Medisafe Fit C - tặng kèm que, kim",826.500 ₫,https://www.lazada.vn/products/tron-bo-may-do-duong-huyet-terumo-medisafe-fit-c-tang-kem-que-kim-i2538590448.html,34,34,13% Off,Hồ Chí Minh,lazada,health,34,
Máy đo đường huyết Accu Chek Instant - Kèm 25 que,892.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-accu-chek-instant-kem-25-que-i2197861787.html,35,35,47% Off,Hồ Chí Minh,lazada,health,35,
Trọn Bộ Máy Đo Đường Huyết OGCARE (Tặng kèm hộp 25 Que Thử + hộp 100 kim),430.000 ₫,https://www.lazada.vn/products/tron-bo-may-do-duong-huyet-ogcare-tang-kem-hop-25-que-thu-hop-100-kim-i2320390216.html,36,36,43% Off,"6 Đã bán
(1)
Hồ Chí Minh",lazada,health,36,
Máy đo đường huyết Safe Accu Sinocare Công nghệ Đức (Kèm 5 que 5 kim dùng thử),99.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-safe-accu-sinocare-cong-nghe-duc-kem-5-que-5-kim-dung-thu-i845324307.html,37,37,34% Off,"65 Đã bán
(22)
Hồ Chí Minh",lazada,health,37,
QUE THỬ ĐƯỜNG HUYẾT TERUMO MEDISAFE FIT [HỘP 30 QUE],268.180 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-terumo-medisafe-fit-hop-30-que-i2183331501.html,38,38,11% Off,"(1)
Hồ Chí Minh",lazada,health,38,
Máy đo đường huyết tặng 25 que thử và 25 kim đo đường huyết Sinocare Accu-Safe Đức,140.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-tang-25-que-thu-va-25-kim-do-duong-huyet-sinocare-accu-safe-duc-i1844049152.html,39,39,,"177 Đã bán
(70)
Hồ Chí Minh",lazada,health,39,
Que Thử Đường Huyết TRUE Metrix – Hộp 50 Que Hãng Mỹ,384.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-true-metrix-hop-50-que-hang-my-i2493983410.html,40,40,47% Off,Hồ Chí Minh,lazada,health,40,
Dây thở oxy 2 nhánh đủ size,8.550 ₫,https://www.lazada.vn/products/day-tho-oxy-2-nhanh-du-size-i743260830.html,1,1,34% Off,"144 Đã bán
(10)
Hồ Chí Minh",lazada,health,1,
Bộ máy đo đường huyết Sinocare Safe AQ tặng 1 hộp 50 que thử đường huyết và hộp 50 kim chích máu,230.000 ₫,https://www.lazada.vn/products/bo-may-do-duong-huyet-sinocare-safe-aq-tang-1-hop-50-que-thu-duong-huyet-va-hop-50-kim-chich-mau-i294182475.html,2,2,23% Off,"8 Đã bán
(1)
Hà Nội",lazada,health,2,
BỘ ĐỔI NGUỒN MÁY HUYẾT ÁP OMRON(DÙNG CHO TẤT CẢ CÁC LOẠI MÁY OMRON),65.000 ₫,https://www.lazada.vn/products/bo-doi-nguon-may-huyet-ap-omrondung-cho-tat-ca-cac-loai-may-omron-i1798836651.html,3,3,,"66 Đã bán
(12)
Hà Nội",lazada,health,3,
"Trọn bộ Máy đo đường huyết Uright TD-4265 tặng kèm 10 que thử tiểu đường, 10 kim lấy máu",111.000 ₫,https://www.lazada.vn/products/tron-bo-may-do-duong-huyet-uright-td-4265-tang-kem-10-que-thu-tieu-duong-10-kim-lay-mau-i2563230436.html,4,4,38% Off,"(1)
Hồ Chí Minh",lazada,health,4,
[HCM][ HÀNG NHẬP KHẨU MỸ ] Máy Đo Đường Huyết Đo Tiểu Đường Tốt Nhât Hiện Nay Trọn Bộ Máy Đo Đường Huyết ON CALL EZ II Thiết Kế Thông Minh Công Nghệ Cảm Biến Sinh Học Đo Nhanh Chính Xác Và Dễ Sử Dụng BẢO HÀNH TRỌN ĐỜI,799.000 ₫,https://www.lazada.vn/products/hcm-hang-nhap-khau-my-may-do-duong-huyet-do-tieu-duong-tot-nhat-hien-nay-tron-bo-may-do-duong-huyet-on-call-ez-ii-thiet-ke-thong-minh-cong-nghe-cam-bien-sinh-hoc-do-nhanh-chinh-xac-va-de-su-dung-bao-hanh-tron-doi-i941368510.html,5,5,50% Off,"23 Đã bán
(14)
Hồ Chí Minh",lazada,health,5,
Máy đo huyết áp bắp tay có giọng nói báo kết quả khi đo BEURER BM49 ( Ngôn ngữ tiếng Anh) - MEDICAL,1.260.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-bap-tay-co-giong-noi-bao-ket-qua-khi-do-beurer-bm49-ngon-ngu-tieng-anh-medical-i1673684055.html,6,6,13% Off,Hồ Chí Minh,lazada,health,6,Official
[Sản Phẩm Vì Sức Khỏe] Máy Đo Huyết Áp Điện Tử-Máy Đo Huyết Áp Cổ Tay Chính Xác Tốt Nhât 2023 Máy Đo Huyết Áp Chính Hãng 100% Bán Máy Đo Huyết Áp Nhật Bản - Nhập Khẩu Từ Omron Máy Đo Huyết Áp Cổ Tay Thông Minh - Bảo Hành 1 Năm,240.000 ₫,https://www.lazada.vn/products/san-pham-vi-suc-khoe-may-do-huyet-ap-dien-tu-may-do-huyet-ap-co-tay-chinh-xac-tot-nhat-2023-may-do-huyet-ap-chinh-hang-100-ban-may-do-huyet-ap-nhat-ban-nhap-khau-tu-omron-may-do-huyet-ap-co-tay-thong-minh-bao-hanh-1-nam-i2231844578.html,7,7,,Hồ Chí Minh,lazada,health,7,
Sinocare Que Thử Đường Huyết Safe AQ Smart Hộp 50 Que Thử Tặng kèm 50 Kim,285.000 ₫,https://www.lazada.vn/products/sinocare-que-thu-duong-huyet-safe-aq-smart-hop-50-que-thu-tang-kem-50-kim-i1268701915.html,8,8,43% Off,"971 Đã bán
(219)
Hà Nội",lazada,health,8,Official
Suporan Spray - Rửa vết thương dạng xịt giúp loại bỏ vi khuẩn nấm - Chai 100ml - CVS Pharmacy,75.000 ₫,https://www.lazada.vn/products/suporan-spray-rua-vet-thuong-dang-xit-giup-loai-bo-vi-khuan-nam-chai-100ml-cvs-pharmacy-i2419338178.html,9,9,,Hồ Chí Minh,lazada,health,9,
"[Chính hãng] Hộp 50 Que thử MediSmart Sapphire, nhập khẩu chính ngạch từ Thụy Sỹ",190.000 ₫,https://www.lazada.vn/products/chinh-hang-hop-50-que-thu-medismart-sapphire-nhap-khau-chinh-ngach-tu-thuy-sy-i1960603666.html,10,10,24% Off,"22 Đã bán
(6)
Hà Nội",lazada,health,10,
"[New] Que thử, Đầu đọc cho máy đường huyết Terumo Medisafe Fit HSD 2024 Sản phẩm bán chạy nhất năm",249.000 ₫,https://www.lazada.vn/products/new-que-thu-dau-doc-cho-may-duong-huyet-terumo-medisafe-fit-hsd-2024-san-pham-ban-chay-nhat-nam-i221966502.html,11,11,29% Off,"93 Đã bán
(15)
Hà Nội",lazada,health,11,
[HCM]Máy Đo Huyết Áp Bắp Tay Beurer BM26,599.000 ₫,https://www.lazada.vn/products/hcmmay-do-huyet-ap-bap-tay-beurer-bm26-i1333741269.html,12,12,29% Off,"41 Đã bán
(22)
Hồ Chí Minh",lazada,health,12,
Máy Đo Đường Huyết Sinocare GA-3 Tặng Kèm Bút Lấy Máu Và Bao Da Bảo Quản Máy - Máy Đo Tiểu Đường Trong Máu Tiện Lợi Thông Minh Độ Chính Xác Cao - Theo Dõi Sức Khỏe Tại Nhà AONISU,179.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-sinocare-ga-3-tang-kem-but-lay-mau-va-bao-da-bao-quan-may-may-do-tieu-duong-trong-mau-tien-loi-thong-minh-do-chinh-xac-cao-theo-doi-suc-khoe-tai-nha-aonisu-i2452196033.html,13,13,19% Off,Hồ Chí Minh,lazada,health,13,
500g Bánh Tay Cùi ( Tai quạt ) - bánh luôn mới,60.000 ₫,https://www.lazada.vn/products/500g-banh-tay-cui-tai-quat-banh-luon-moi-i2422638532.html,14,14,,"41 Đã bán
(14)
Hồ Chí Minh",lazada,health,14,
Combo 10 hôp (120 miếng)- Hộp12 miếng dán ngải cứu vai gáy đông y thảo dược,76.000 ₫,https://www.lazada.vn/products/combo-10-hop-120-mieng-hop12-mieng-dan-ngai-cuu-vai-gay-dong-y-thao-duoc-i2184536707.html,15,15,,"75 Đã bán
(12)
Hồ Chí Minh",lazada,health,15,
Máy thử tiểu đường đo đường huyết Safe Accu Sinocare Đức(Tặng kèm 25 que thử và 25 kim),148.999 ₫,https://www.lazada.vn/products/may-thu-tieu-duong-do-duong-huyet-safe-accu-sinocare-ductang-kem-25-que-thu-va-25-kim-i272346120.html,16,16,17% Off,"485 Đã bán
(127)
Hồ Chí Minh",lazada,health,16,
[ SET 2 CHAI] Hỗ trợ xương khớp Dầu Lạnh Xoa Bóp Khớp Glucosamine 150ml - Hàn Quốc,30.000 ₫,https://www.lazada.vn/products/set-2-chai-ho-tro-xuong-khop-dau-lanh-xoa-bop-khop-glucosamine-150ml-han-quoc-i1569358654.html,17,17,40% Off,"283 Đã bán
(68)
Hồ Chí Minh",lazada,health,17,
Que Thử Đường Huyết Sinocare Safe Accu Hộp 25 Que Thử Date Dài + 50 Kim Chích Máu,72.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-sinocare-safe-accu-hop-25-que-thu-date-dai-50-kim-chich-mau-i1050302727.html,18,18,19% Off,"7 Đã bán
(3)
Hà Nội",lazada,health,18,
"Gậy Gấp Gọn Chống Trượt Có Đèn Pin Cho Người Cao Tuổi Trusty Cane Hàng Loại 1. Gậy Người Già Gấp Gọn Trusty Cane Siêu Nhẹ Chống Trượt Thiết Kế Cacbon Siêu Chắc Chắn, Đệm Mút Cao Su Chống Trượt - Hỗ Trợ Đi Lại.",210.000 ₫,https://www.lazada.vn/products/gay-gap-gon-chong-truot-co-den-pin-cho-nguoi-cao-tuoi-trusty-cane-hang-loai-1-gay-nguoi-gia-gap-gon-trusty-cane-sieu-nhe-chong-truot-thiet-ke-cacbon-sieu-chac-chan-dem-mut-cao-su-chong-truot-ho-tro-di-lai-i2577785793.html,19,19,50% Off,"12 Đã bán
(12)
Hồ Chí Minh",lazada,health,19,Official
Que thử đường huyết - Accu Chek® Guide - DIAB x ROCHE,215.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-accu-chek-guide-diab-x-roche-i2336412053.html,20,20,46% Off,"39 Đã bán
(11)
Hồ Chí Minh",lazada,health,20,
Hộp Que thử đường huyết Sinocare Safe AQ 50que + Tặng 50 kim chích máu,165.000 ₫,https://www.lazada.vn/products/hop-que-thu-duong-huyet-sinocare-safe-aq-50que-tang-50-kim-chich-mau-i819454741.html,21,21,27% Off,"30 Đã bán
(9)
Hà Nội",lazada,health,21,
